conv_id,turno,fecha,hora,canal,texto_entrada,texto_salida,intencion_detectada,confianza_watson,sentimiento,csat_estimado,transaccion_realizada,resolucion,duracion_min,num_turnos_conv
CONV-0095,3,2024-12-16,21:25:00,Web,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $114,200.43 MXN. Folio: BNR414966144. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.74,positivo,4.7,Pago tarjeta de crédito,Resuelta,3,4
CONV-0095,4,2024-12-16,21:32:00,Web,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.81,positivo,4.3,Pago tarjeta de crédito,Resuelta,3,4
CONV-0096,1,2024-10-18,20:18:00,App Móvil,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.88,positivo,4.6,Transferencia realizada,Resuelta,13,5
CONV-0096,2,2024-10-18,20:21:00,App Móvil,"Quiero transferir $8,736 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.85,positivo,4.2,Transferencia realizada,Resuelta,13,5
CONV-0096,3,2024-10-18,20:22:00,App Móvil,La CLABE es 349564799846058679,"Gracias. Confirma: transferencia de $13,294 MXN a CLABE 080926166201655578. ¿Es correcto?",Transferencia realizada,0.86,positivo,4.7,Transferencia realizada,Resuelta,13,5
CONV-0096,4,2024-10-18,20:24:00,App Móvil,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR121345831. ¿Algo más?,Transferencia realizada,0.89,positivo,4.3,Transferencia realizada,Resuelta,13,5
CONV-0096,5,2024-10-18,20:26:00,App Móvil,"No, eso es todo",¡Perfecto! Tu operación fue completada. Recibirás una notificación de confirmación. ¡Hasta luego!,Transferencia realizada,0.96,positivo,4.2,Transferencia realizada,Resuelta,13,5
CONV-0097,1,2024-10-18,21:27:00,App Móvil,Quiero mi estado de cuenta,Con gusto. ¿Deseas el estado de cuenta del mes actual o de un periodo anterior?,Consulta de estado de cuenta,0.89,neutro,3.9,Consulta de estado de cuenta,Resuelta,4,4
CONV-0097,2,2024-10-18,21:30:00,App Móvil,Del mes pasado,Entendido. ¿Prefieres recibirlo por correo electrónico o descargarlo desde la app?,Consulta de estado de cuenta,0.91,neutro,3.8,Consulta de estado de cuenta,Resuelta,4,4
CONV-0097,3,2024-10-18,21:33:00,App Móvil,Por correo por favor,Perfecto. ¿Confirmas que tu correo registrado es jose40@yahoo.com.mx?,Consulta de estado de cuenta,0.75,neutro,3.9,Consulta de estado de cuenta,Resuelta,4,4
CONV-0097,4,2024-10-18,21:30:00,App Móvil,"Sí, ese es mi correo",✅ Estado de cuenta enviado a lucia55@yahoo.com.mx. Llegará en los próximos minutos. ¿Algo más?,Consulta de estado de cuenta,0.94,neutro,4.2,Consulta de estado de cuenta,Resuelta,4,4
CONV-0098,1,2024-10-22,21:57:00,Web,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.89,positivo,4.1,Pago tarjeta de crédito,Resuelta,3,4
CONV-0098,2,2024-10-22,21:59:00,Web,Quiero pagar el total,"El saldo total de tu tarjeta es $73,842.99 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.79,positivo,4.2,Pago tarjeta de crédito,Resuelta,3,4
CONV-0098,3,2024-10-22,22:01:00,Web,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $117,316.12 MXN. Folio: BNR534938557. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.93,positivo,4.6,Pago tarjeta de crédito,Resuelta,3,4
CONV-0098,4,2024-10-22,22:00:00,Web,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.94,positivo,4.6,Pago tarjeta de crédito,Resuelta,3,4
CONV-0099,1,2024-10-04,19:10:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.92,positivo,3.8,Consulta de saldo,Resuelta,5,4
CONV-0099,2,2024-10-04,19:11:00,Web,"Sí, mis últimos 4 dígitos son 6917","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.83,positivo,3.8,Consulta de saldo,Resuelta,5,4
CONV-0099,3,2024-10-04,19:16:00,Web,Mi fecha de nacimiento es 16/09/1972,"Perfecto, verificando información... Tu saldo disponible es $24,707.24 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.87,positivo,3.8,Consulta de saldo,Resuelta,5,4
CONV-0099,4,2024-10-04,19:13:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.84,positivo,3.8,Consulta de saldo,Resuelta,5,4
CONV-0100,1,2024-12-14,16:27:00,Teléfono,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.87,positivo,3.9,Consulta de saldo,Resuelta,5,4
CONV-0100,2,2024-12-14,16:30:00,Teléfono,"Sí, mis últimos 4 dígitos son 7680","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.9,positivo,4.4,Consulta de saldo,Resuelta,5,4
CONV-0100,3,2024-12-14,16:33:00,Teléfono,Mi fecha de nacimiento es 08/01/1985,"Perfecto, verificando información... Tu saldo disponible es $101,852.56 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.9,positivo,4.2,Consulta de saldo,Resuelta,5,4
CONV-0100,4,2024-12-14,16:36:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.74,positivo,3.8,Consulta de saldo,Resuelta,5,4
